theta_2,theta_3,theta_4
0,0.5579876009598699,1.086976534934786
0.01750190893364787,0.5431987538533425,1.072448034234918
0.03500381786729574,0.5286856446828179,1.058715190368757
0.05250572680094361,0.5144676536697718,1.045795073165225
0.07000763573459148,0.5005617217360082,1.033700810352186
0.08750954466823935,0.4869823160719526,1.022441607983259
0.1050114536018872,0.4737414363511344,1.012022830872971
0.1225133625355351,0.4608486588435041,1.002446137896812
0.140015271469183,0.4483112146374283,0.993709665530455
0.1575171804028308,0.4361340973903636,0.9858082519261531
0.1750190893364787,0.4243201955105811,0.9787336931777129
0.1925209982701266,0.4128704434267219,0.9724750232014225
0.2100229072037745,0.4017839866082669,0.9670188088217391
0.2275248161374223,0.3910583552248961,0.9623494521402487
0.2450267250710702,0.3806896417326147,0.9584494930126738
0.262528634004718,0.3706726782022555,0.9552999053851076
0.2800305429383659,0.3610012098137922,0.9528803822714762
0.2975324518720138,0.351668061584356,0.9511696052213127
0.3150343608056617,0.3426652960412901,0.9501454951724129
0.3325362697393096,0.3339843601641184,0.9497854425617525
0.3500381786729574,0.3256162204792467,0.9500665154484631
0.3675400876066053,0.3175514856841731,0.950965645164809
0.3850419965402532,0.3097805165968536,0.9524597896464526
0.402543905473901,0.3022935235687582,0.9545260751015833
0.4200458144075489,0.2950806517697153,0.9571419170662535
0.4375477233411968,0.2881320549545944,0.9602851221716107
0.4550496322748446,0.2814379584636099,0.9639339721311279
0.4725515412084925,0.2749887122982054,0.9680672915574389
0.4900534501421404,0.2687748351617773,0.9726645012537192
0.5075553590757883,0.2627870503672741,0.9777056586078339
0.5250572680094361,0.2570163144998182,0.9831714866614094
0.542559176943084,0.2514538396886966,0.9890433933417115
0.5600610858767319,0.2460911102952467,0.9953034822410977
0.5775629948103798,0.2409198947662563,1.001934556214559
0.5950649037440277,0.2359322533403506,1.008920114946594
0.6125668126776754,0.2311205422306667,1.016244347519074
0.6300687216113233,0.2264774148431472,1.023892120895332
0.6475706305449712,0.2219958205278544,1.031848965124921
0.6650725394786191,0.2176690013019004,1.04010105596993
0.682574448412267,0.2134904869277913,1.048635195558455
0.7000763573459148,0.2094540886805342,1.057438791584133
0.7175782662795627,0.2055538920910313,1.066499835492743
0.7350801752132106,0.2017842489120155,1.075806880027446
0.7525820841468585,0.1981397685160047,1.085349016442956
0.7700839930805063,0.1946153089021687,1.095115851645214
0.7875859020141542,0.1912059674603802,1.10509748546636
0.805087810947802,0.1879070716157303,1.115284488244433
0.8225897198814499,0.1847141694550936,1.125667878842517
0.8400916288150978,0.1816230204185819,1.136239103212416
0.8575935377487457,0.17862958612267,1.146990013582876
0.8750954466823936,0.1757300213680219,1.157912848331151
0.8925973556160414,0.1729206653733926,1.169000212579019
0.9100992645496893,0.1701980332671155,1.180245059539633
0.9276011734833371,0.1675588078594093,1.191640672629405
0.945103082416985,0.1649998317118107,1.203180648349235
0.9626049913506329,0.1625180995142962,1.214858879931294
0.9801069002842808,0.1601107507759366,1.226669541741191
0.9976088092179286,0.1577750628310394,1.238607074420239
1.015110718151577,0.1555084441596264,1.250666170748636
1.032612627085224,0.153308428018565,1.26284176220737
1.050114536018872,0.1511726663777139,1.275129006214539
1.06761644495252,0.1490989241538963,1.287523274010226
1.085118353886168,0.1470850737343642,1.300020139163121
1.102620262819816,0.1451290897805579,1.312615366671583
1.120122171753464,0.1432290443023863,1.325304902631655
1.137624080687112,0.1413831019928668,1.338084864444685
1.15512598962076,0.1395895158127561,1.35095153153758
1.172627898554407,0.1378466228147628,1.363901336569234
1.190129807488055,0.1361528401969594,1.376930857097385
1.207631716421703,0.1345066615751782,1.390036807680878
1.225133625355351,0.1329066534643853,1.403216032393224
1.242635534288999,0.1313514519592988,1.416465497724185
1.260137443222647,0.1298397596048422,1.42978228584707
1.277639352156295,0.1283703424473654,1.443163588230363
1.295141261089942,0.1269420272579387,1.456606699573219
1.31264317002359,0.1255536989194143,1.470109012045319
1.330145078957238,0.1242042979693433,1.483668009812472
1.347646987890886,0.1228928182912273,1.497281263830206
1.365148896824534,0.1216183049469945,1.5109464268885
1.382650805758182,0.1203798521439783,1.524661228891574
1.40015271469183,0.1191766013300602,1.538423472357468
1.417654623625477,0.1180077394110381,1.55223102812287
1.435156532559125,0.1168724970846338,1.566081831239373
1.452658441492773,0.1157701472859353,1.579973877048006
1.470160350426421,0.1147000037394124,1.593905217419491
1.487662259360069,0.1136614196129871,1.607873957148298
1.505164168293717,0.1126537862699862,1.621878250489095
1.522666077227365,0.1116765321151096,1.635916297824713
1.540167986161013,0.1107291215308651,1.649986342455215
1.557669895094661,0.1098110539012373,1.664086667498085
1.575171804028308,0.1089218627196245,1.678215592889977
1.592673712961956,0.108061114778395,1.692371472480806
1.610175621895604,0.1072284094376594,1.7065526912113
1.627677530829252,0.1064233779711477,1.720757662365444
1.6451794397629,0.1056456829873397,1.734984824889487
1.662681348696548,0.1048950179242393,1.74923264076945
1.680183257630196,0.1041711066164562,1.76349959245924
1.697685166563843,0.1034737029334932,1.777784180351686
1.715187075497491,0.1028025904883791,1.79208492028493
