theta_2, theta_3, theta_4, input_torque
0,0.5565871932703781,1.030698872367909,33.09692544642861
0.01750190893364787,0.539274136045348,1.013694366740822,32.08708304631079
0.03500381786729574,0.5223582156394779,0.9977028966029262,30.86205456127769
0.05250572680094361,0.505865476911698,0.9827469165682476,29.44289726481496
0.07000763573459148,0.4898177525185245,0.9688423522802507,27.85249532360957
0.08750954466823935,0.4742326494188596,0.95599869842814,26.11489582723531
0.1050114536018872,0.4591236218215419,0.9442192409392245,24.25466162819475
0.1225133625355351,0.4445001217148753,0.9335013882580959,22.29626890837723
0.140015271469183,0.4303678156147607,0.9238370931726934,20.263571625316
0.1575171804028308,0.4167288545610022,0.9152133445798334,18.17934829854
0.1750190893364787,0.403582183690156,0.9076127078942718,16.06493971806646
0.1925209982701266,0.3909238778461995,0.9010138933681495,13.93997974089854
0.2100229072037745,0.3787474905238863,0.8953923331826789,11.82221587018837
0.2275248161374223,0.3670444048028862,0.890720750529046,9.727412075338371
0.2450267250710702,0.3558041766403319,0.8869697067239073,7.669323412184006
0.262528634004718,0.3450148627698639,0.8841081154365752,5.659730386502005
0.2800305429383659,0.3346633273550345,0.8821037161098781,3.708520505750442
0.2975324518720138,0.3247355233444515,0.8809235014569327,1.823804853643992
0.3150343608056617,0.3152167460914002,0.8805340963902257,0.01205854921273186
0.3325362697393096,0.3060918581813807,0.8809020878185208,-1.721724622711051
0.3500381786729574,0.2973454855359287,0.8819943064072688,-3.373871505260475
0.3675400876066053,0.2889621857317546,0.8837780626499629,-4.941869236398738
0.3850419965402532,0.280926590108444,0.8862213404758278,-6.424210178272261
0.402543905473901,0.273223521663765,0.8892929521724703,-7.820245601106805
0.4200458144075489,0.2658380909858208,0.8929626586860555,-9.130050418008317
0.4375477233411968,0.2587557725800825,0.8972012594322345,-10.35430028545515
0.4550496322748446,0.2519624639490862,0.9019806556608088,-11.49416161024516
0.4725515412084925,0.2454445297023634,0.9072738912122005,-12.55119441857265
0.4900534501421404,0.2391888328389212,0.9130551742233449,-13.52726762166419
0.5075553590757883,0.2331827551746929,0.9192998830161714,-14.42448592759925
0.5250572680094361,0.2274142086989833,0.9259845590580253,-15.24512747367655
0.542559176943084,0.2218716394492745,0.933086889538446,-15.99159116331935
0.5600610858767319,0.216544025301775,0.9405856817736939,-16.66635266455301
0.5775629948103798,0.211420868891875,0.9484608313379004,-17.27192804555511
0.5950649037440277,0.2064921867082193,0.956693285532903,-17.81084407211096
0.6125668126776754,0.2017484952486039,0.9652650035503771,-18.28561426059537
0.6300687216113233,0.1971807949863627,0.9741589144504095,-18.69871985966255
0.6475706305449712,0.1927805527723231,0.9833588738795818,-19.05259501777683
0.6650725394786191,0.1885396831893041,0.9928496202774266,-19.34961547751863
0.682574448412267,0.1844505292824152,1.002616731170666,-19.59209021819251
0.7000763573459148,0.1805058430080355,1.012646580027709,-19.78225554369284
0.7175782662795627,0.1766987656758506,1.022926294038867,-19.92227118174989
0.7350801752132106,0.1730228086004991,1.033443713098474,-20.01421802307577
0.7525820841468585,0.1694718341308542,1.044187350191019,-20.06009718449085
0.7700839930805063,0.1660400371845757,1.055146353322664,-20.06183012904665
0.7875859020141542,0.1627219273821692,1.06631046909,-20.02125961886728
0.805087810947802,0.1595123118473724,1.077670007937984,-19.94015131340894
0.8225897198814499,0.1564062787183815,1.089215811127201,-19.82019585763301
0.8400916288150978,0.1533991813964113,1.100939219405491,-19.6630113317621
0.8575935377487457,0.1504866235436769,1.11283204335954,-19.47014595738508
0.8750954466823936,0.1476644448315031,1.124886535407227,-19.243080974207
0.8925973556160414,0.1449287074303747,1.137095363380487,-18.98323361817875
0.9100992645496893,0.1422756832269414,1.149451585640596,-18.69196014550985
0.9276011734833371,0.1397018417478637,1.161948627662353,-18.3705588585584
0.945103082416985,0.1372038387666688,1.174580260020292,-18.02027309912873
0.9626049913506329,0.1347785055671844,1.187340577708291,-17.64229418259529
0.9801069002842808,0.1324228388354238,1.200223980723437,-17.23776425276118
0.9976088092179286,0.1301339911508312,1.21322515584551,-16.80777904267249
1.015110718151577,0.1279092620474064,1.226339059544663,-16.35339053093729
1.032612627085224,0.1257460896152721,1.23956090195167,-15.87560948660019
1.050114536018872,0.1236420426136754,1.25288613182735,-15.37540789843742
1.06761644495252,0.1215948130670615,1.266310422470234,-14.85372128678206
1.085118353886168,0.1196022093167292,1.279829658504231,-14.31145089776124
1.102620262819816,0.1176621495015874,1.293439923490848,-13.74946578120819
1.120122171753464,0.1157726554426256,1.30713748831334,-13.16860475457532
1.137624080687112,0.1139318469068746,1.320918800282998,-12.56967825597521
1.15512598962076,0.1121379362278226,1.33478047292059,-11.95347009006338
1.172627898554407,0.1103892232604599,1.348719276368675,-11.32073907089248
1.190129807488055,0.108684090650322,1.362732128393184,-10.67222056614252
1.207631716421703,0.1070209993970672,1.37681608593516,-10.00862794729747
1.225133625355351,0.1053984846942846,1.390968337176012,-9.330653950415076
1.242635534288999,0.1038151520283266,1.405186194081935,-8.638971952143805
1.260137443222647,0.1022696735200294,1.419467085395319,-7.934237165595772
1.277639352156295,0.1007607844942171,1.433808550043086,-7.217087760596723
1.295141261089942,0.09928728026284195,1.448208230933785,-6.488145912718049
1.31264317002359,0.09784801310855418,1.462663869117143,-5.748018785356354
1.330145078957238,0.09644188945637699,1.477173298281476,-4.99729944897196
1.347646987890886,0.09506786722197513,1.491734439565957,-4.236567741434493
1.365148896824534,0.0937249533258161,1.506345296666237,-3.466391073255556
1.382650805758182,0.09241220136325073,1.521003951213327,-2.687325181317079
1.40015271469183,0.0911287094212393,1.535708558406911,-1.899914834536935
1.417654623625477,0.08987361803311689,1.550457342885507,-1.104694494745752
1.435156532559125,0.08864610826340624,1.565248594816959,-0.3021889358906735
1.452658441492773,0.08744539991527062,1.58008066619383,0.5070861754738409
1.470160350426421,0.08627074985375544,1.594951967319183,1.322623735594479
1.487662259360069,0.08512145043848196,1.609860963469119,2.143924692150601
1.505164168293717,0.08399682805994418,1.624806171719277,2.970497563563732
1.522666077227365,0.08289624177403676,1.63978615792323,3.801857986561346
1.540167986161013,0.08181908202985644,1.654799533831383,4.637528289681095
1.557669895094661,0.0807647694862631,1.66984495433961,5.477037090506082
1.575171804028308,0.0797327539130514,1.684921114857449,6.319918914513405
1.592673712961956,0.07872251317299228,1.700026748786156,7.165713833502048
1.610175621895604,0.07773355228133116,1.715160625097399,8.013967121639094
1.627677530829252,0.07676540253969794,1.730321546003788,8.864228927227231
1.6451794397629,0.07581762074171589,1.745508344712781,9.716053958350559
1.662681348696548,0.07488978844789651,1.760719883255861,10.56900118060002
1.680183257630196,0.07398151132774911,1.775955050385093,11.42263352511078
1.697685166563843,0.0730924185673269,1.791212759529491,12.27651760517163
1.715187075497491,0.07222216234073014,1.806491946803715,13.13022343967484
1.732688984431139,0.07137041734439448,1.821791569061834,13.9833241816783
1.750190893364787,0.0705368803932897,1.837110601988965,14.83539585034196
1.767692802298435,0.06972127007844997,1.852448038223667,15.68601706447806
1.785194711232083,0.06892332648556726,1.867802885503977,16.53476877591917
1.802696620165731,0.06814281097468272,1.883174164829954,17.38123400086052
1.820198529099379,0.06737950602133641,1.89856090863552,18.2249975472706
1.837700438033026,0.06663321511985748,1.913962158962275,19.06564573638408
1.855202346966674,0.06590376274983151,1.929376965627766,19.90276611619791
1.872704255900322,0.06519099440712373,1.944804384380492,20.73594716477582
1.89020616483397,0.06449477670124404,1.960243475033622,21.56477798103478
1.907708073767618,0.06381499752120906,1.975693299569065,22.38884796053026
1.925209982701266,0.06315156627252888,1.991152920203136,23.20774645357814
1.942711891634914,0.06250441418836977,2.006621397404547,24.02106240284447
1.960213800568562,0.06187349471847509,2.022097787854922,24.82838395729867
1.977715709502209,0.06125878399995566,2.03758114234138,25.62929805915635
1.995217618435857,0.06066028141464819,2.053070503569983,26.42339000013347
2.012719527369505,0.06007801023839554,2.068564903888012,27.21024294298552
2.030221436303153,0.05951201838830705,2.084063362902083,27.9894374039164
2.047723345236801,0.05896237927481668,2.099564884978009,28.76055069099418
2.065225254170449,0.0584291927662457,2.115068456607127,29.52315629321666
2.082727163104097,0.05791258627448886,2.130573043622388,30.27682321429918
2.100229072037744,0.05741271597150327,2.146077588245969,31.02111524462583
2.117730980971392,0.05692976814744372,2.161581005948469,31.75559016408968
2.13523288990504,0.05646396072255561,2.177082182097648,32.47979886773494
2.152734798838688,0.05601554492639604,2.192579968372645,33.19328440521822
2.170236707772336,0.05558480715951108,2.20807317891695,33.89558092407736
2.187738616705984,0.05517207105450039,2.223560586200758,34.58621250565879
2.205240525639632,0.05477769975536989,2.239040916560114,35.26469188126872
2.22274243457328,0.05440209843626592,2.254512845376816,35.93051901467662
2.240244343506927,0.05404571708317418,2.269974991859065,36.58317953549005
2.257746252440575,0.05370905356489142,2.285425913378492,37.2221430061258
2.275248161374223,0.0533926570226701,2.300864099314219,37.84686100309992
2.292750070307871,0.05309713161134427,2.316287964349125,38.45676499113553
2.310251979241519,0.05282314062857957,2.331695841157297,39.051263966127
2.327753888175167,0.05257141107314595,2.347085972414773,39.6297418402841
2.345255797108815,0.05234273867785083,2.362456502057995,40.19155453980403
2.362757706042462,0.0521379934680386,2.377805465705833,40.73602678217842
2.380259614976111,0.05195812590240168,2.393130780151607,41.26244849674671
2.397761523909758,0.05180417365929807,2.408430231820951,41.77007084836851
2.415263432843406,0.05167726913888279,2.423701464079903,42.25810182017248
2.432765341777054,0.05157864775914217,2.438941963264814,42.72570130729024
2.450267250710702,0.05150965713239034,2.454149043291906,43.17197566945347
2.46776915964435,0.05147176721798474,2.469319828689324,43.59597168646734
2.485271068577998,0.05146658155675618,2.484451235878488,43.99666985715032
2.502772977511646,0.05149584970307353,2.499539952514659,44.37297697970148
2.520274886445293,0.05156148098108959,2.514582414679047,44.72371795013728
2.537776795378941,0.05166555970260583,2.529574781697051,45.0476267161252
2.555278704312589,0.05181036199448308,2.544512908339809,45.34333632718484
2.572780613246237,0.05199837439317329,2.559392314150452,45.60936803011925
2.590282522179885,0.05223231437188197,2.574208149623022,45.84411937236032
2.607784431113533,0.05251515297093576,2.58895515895359,46.04585129794707
2.625286340047181,0.05285013970250566,2.603627639081563,46.21267425400539
2.642788248980828,0.0532408298948612,2.618219394748319,46.34253337364424
2.660290157914476,0.05369111462588133,2.632723689324823,46.43319286894377
2.677792066848124,0.05420525336686874,2.647133191205551,46.48221986114969
2.695293975781772,0.05478790941107856,2.661439915640968,46.4869680016643
2.71279588471542,0.05544418809035453,2.675635161995046,46.44456140569509
2.730297793649068,0.05617967768038065,2.689709446580219,46.35187964051843
